,timestamp(ms),acceleration_x(g),acceleration_y(g),acceleration_z(g),roll(rad),pitch(rad),yaw(rad),angular_velocity_x(rad/sec),angular_velocity_y(rad/sec),angular_velocity_z(rad/sec),shake,derived1,derived2,derived8
11663,1396962531340,0.8867,0.3369,1.1203,0.203,-1.1162,-1.2347,0.1193,0.1193,-0.0649,1.0,2.3439,0.3579,4.20259509008
11664,1396962531447,1.0103,-0.2281,0.617,0.516,-1.1816,-1.1807,-2.5543,-2.5543,1.2179,1.0,1.8554,7.6629,7.8959899583
11665,1396962531548,0.6007,1.0289,-0.2677,1.9285,-0.9439,-0.0563,-5.2638,-5.2638,3.5112,1.0,1.8973,15.7914,12.3804785148
11666,1396962531652,0.2746,0.8555,-0.4757,2.1599,-0.3711,0.2152,-3.904,-3.904,4.2251,1.0,1.6058,11.712,10.7151081199
11667,1396962531752,-0.1101,1.1385,-0.4686,2.1245,0.1535,0.2666,-2.4925,-2.4925,3.5899,1.0,1.7172,7.4775,8.81183096924
11699,1396962534996,-0.0773,1.2807,-0.4201,2.1441,0.2135,0.2747,-2.6983,-2.6983,3.3245,1.0,1.7781,8.0949,9.04337844907
11700,1396962535098,-0.1976,1.2858,-0.589,2.1351,0.5397,0.3087,-1.5174,-1.5174,1.8034,1.0,2.0724,4.5522,7.21460247635
11701,1396962535205,-0.6045,1.3077,-0.4749,2.0292,0.6067,0.3197,0.3366,0.3366,-1.6902,1.0,2.3871,1.0098,6.22846868555
11702,1396962535303,0.0004,1.483,-0.1446,1.9467,0.1053,0.2646,4.0005,4.0005,-6.3918,1.0,1.628,12.0015,12.3426219655
11703,1396962535402,0.535,0.6155,0.2219,1.8519,-0.6748,0.06,3.6685,3.6685,-5.8616,1.0,1.3724,11.0055,11.2596455387
11704,1396962535503,0.9918,0.3219,0.1711,1.5377,-1.1497,-0.3415,2.9382,2.9382,-3.1811,1.0,1.4848,8.8146,9.31868456427
11705,1396962535605,0.8985,0.1369,1.0425,0.4611,-1.1336,-1.2292,2.2571,2.2571,-0.5221,1.0,2.0779,6.7713,7.44139625371
11706,1396962535706,0.9951,0.103,0.8802,0.3689,-1.1974,-1.2405,-2.1525,-2.1525,0.4731,1.0,1.9783,6.4575,7.21994971934
11707,1396962535807,0.9197,0.5524,0.0183,1.6055,-1.1754,-0.2966,-3.9431,-3.9431,3.7572,1.0,1.4904,11.8293,10.8745334198
11708,1396962535909,0.3868,0.7259,-0.3458,2.0891,-0.664,0.157,-3.0391,-3.0391,4.1729,1.0,1.4585,9.1173,9.79279545998
11709,1396962536007,0.0069,0.9322,-0.5375,2.0256,-0.1399,0.2609,-3.9696,-3.9696,3.9101,1.0,1.4766,11.9088,10.3438502164
11710,1396962536113,-0.4602,1.2594,-0.0356,1.6716,0.2942,0.386,-1.6416,-1.6416,2.9859,1.0,1.7552,4.9248,7.47535493553
11749,1396962540120,1.5597,0.0117,0.9637,-0.6384,-1.0377,-2.0528,-2.5195,-2.5195,3.1849,1.0,2.5351,7.5585,10.34139758
11750,1396962540164,1.1328,0.9321,-0.2714,1.8487,-1.3067,0.0605,-5.3714,-5.3714,4.9029,1.0,2.3363,16.1142,13.7489245005
11751,1396962540263,0.239,0.6704,-0.3169,2.0744,-0.6745,0.3612,-3.5519,-3.5519,4.8086,1.0,1.2263,10.6557,10.8429397037
11752,1396962540365,-0.3682,0.8743,-0.137,1.7819,-0.1946,0.5152,-2.6392,-2.6392,2.874,1.0,1.3795,7.9176,8.16090271853
11753,1396962540468,-0.7255,0.7988,0.1369,1.4577,0.014,0.6959,-1.6134,-1.6134,0.9251,1.0,1.6612,4.8402,5.71743621975
11779,1396962543100,1.3582,0.2223,-0.9266,3.0668,-0.8683,2.9448,-0.0799,-0.0799,-2.6711,1.0,2.5071,0.2397,11.2125188816
11780,1396962543203,1.9959,0.0434,-1.2409,-2.9317,-0.8481,3.139,0.0825,0.0825,1.1588,1.0,3.2802,0.2475,10.4340614495
11781,1396962543304,1.0353,0.7569,-0.6451,2.7888,-0.9716,2.5306,3.071,3.071,4.8215,1.0,2.4373,9.213,14.2157231937
11782,1396962543405,0.5905,0.9,-0.44,2.1151,-0.8623,1.4595,3.3325,3.3325,5.7647,1.0,1.9305,9.9975,13.0457776408
11783,1396962543505,-0.0154,0.8663,-0.2974,1.9322,-0.4082,0.818,1.4125,1.4125,5.9326,1.0,1.1791,4.2375,10.3343331709
11784,1396962543606,-0.3113,0.9873,-0.4157,1.9931,0.0288,0.5612,0.1804,0.1804,3.9531,1.0,1.7143,0.5412,7.65998462019
11787,1396962543918,0.6457,1.3661,0.0169,1.9051,-0.4844,0.6467,4.8213,4.8213,-7.4393,1.0,2.0287,14.4639,14.6385430403
11788,1396962544015,1.4724,0.8698,0.2012,1.7747,-1.3279,0.1976,5.6621,5.6621,-6.5471,1.0,2.5434,16.9863,15.3653879392
11789,1396962544115,1.4949,0.5483,0.9563,-0.1529,-0.9065,-1.9131,5.172,5.172,-0.8997,1.0,2.9995,15.516,12.1993209781
11790,1396962544215,1.3205,0.7038,1.4939,-0.584,-0.7483,-1.871,1.0792,1.0792,-0.6493,1.0,3.5182,3.2376,6.97631923727
12202,1396962585941,0.8494,0.3696,0.2477,0.4872,-1.1677,-1.3011,-2.6839,-2.6839,4.2714,1.0,1.4667,8.0517,9.62902302972
12203,1396962586041,0.1782,0.4465,0.1599,1.3753,-0.8846,-0.2998,-2.3333,-2.3333,5.0935,1.0,0.7846,6.9999,9.1353050621
12204,1396962586142,-0.3284,0.4623,-0.0844,1.5984,-0.5228,-0.0141,-1.5345,-1.5345,2.3882,1.0,0.8751,4.6035,5.9355153778
12205,1396962586243,-0.5326,0.6,-0.2351,1.635,-0.3906,0.1495,-1.3915,-1.3915,0.4551,1.0,1.3677,4.1745,5.0309401371
12206,1396962586344,-0.2428,0.7379,0.1517,1.5133,-0.6165,0.1701,1.8337,1.8337,-5.284,1.0,1.1324,5.5011,8.97744151866
12207,1396962586445,1.0258,0.3611,0.7827,0.8382,-1.1175,-0.6924,2.8282,2.8282,-5.7256,1.0,2.1696,8.4846,10.9722426246
12208,1396962586549,1.6424,0.4347,0.6034,-0.3682,-1.0247,-2.0062,2.8044,2.8044,-5.7219,1.0,2.6805,8.4132,12.1640246021
12209,1396962586651,1.9556,0.7533,1.0695,-0.7149,-0.4885,-2.2399,3.5086,3.5086,-2.4981,1.0,3.7784,10.5258,11.3513712734
12210,1396962586750,2.0081,0.6152,1.2902,-0.9045,-0.2613,-2.246,-0.0296,-0.0296,-0.4038,1.0,3.9135,0.0888,6.28262761358
12211,1396962586851,1.9395,0.7374,0.8484,-0.6712,-0.533,-2.2847,-4.1267,-4.1267,4.0199,1.0,3.5253,12.3801,12.8171257381
12215,1396962587256,-0.6953,0.5259,-0.2503,1.7062,-0.2988,0.1908,-2.9138,-2.9138,1.2611,1.0,1.4715,8.7414,7.41219677447
12216,1396962587358,-0.3552,0.7095,-0.1613,1.656,-0.452,0.2553,2.3129,2.3129,-4.7822,1.0,1.226,6.9387,8.96680443265
12217,1396962587460,0.778,0.7144,0.55,1.0983,-1.014,-0.4541,4.4684,4.4684,-6.655,1.0,2.0424,13.4052,12.9345281971
12218,1396962587560,1.4154,0.6438,0.93,-0.124,-0.9111,-1.8407,4.4124,4.4124,-5.3771,1.0,2.9892,13.2372,12.9248495985
12219,1396962587660,1.9626,0.8176,1.0008,-0.5362,-0.443,-2.2456,3.5328,3.5328,-2.8119,1.0,3.781,10.5984,11.3077394086
12220,1396962587762,1.7613,0.7653,1.4224,-0.832,-0.1875,-2.193,0.5276,0.5276,-0.4502,1.0,3.949,1.5828,6.47372498177
12221,1396962587865,1.7752,0.7829,1.0556,-0.7084,-0.3678,-2.2463,-3.5728,-3.5728,2.0623,1.0,3.6137,10.7184,10.9886153998
12222,1396962587966,1.5467,1.1232,0.3558,-0.1518,-0.9449,-2.0073,-4.8447,-4.8447,4.6456,1.0,3.0257,14.5341,13.3262511569
12223,1396962588067,0.6218,0.3182,0.2827,0.9467,-1.1114,-0.8603,-3.1055,-3.1055,5.2053,1.0,1.2227,9.3165,10.4824654641
12224,1396962588168,-0.0794,0.5044,0.1179,1.5262,-0.6759,-0.1215,-2.2822,-2.2822,4.842,1.0,0.7017,6.8466,8.666738437
12225,1396962588269,-0.6795,0.6068,-0.1963,1.6741,-0.3267,0.0899,-2.5374,-2.5374,1.6976,1.0,1.4826,7.6122,6.99232787775
12228,1396962588573,1.3191,0.5788,0.8511,0.1876,-1.029,-1.5564,5.0503,5.0503,-6.1388,1.0,2.749,15.1509,13.8639938241
12229,1396962588675,1.636,0.7715,0.937,-0.3552,-0.5791,-2.1465,2.8061,2.8061,-2.9395,1.0,3.3445,8.4183,10.0564032425
12230,1396962588775,1.8146,0.9625,1.3385,-0.776,-0.2833,-2.1955,1.5212,1.5212,-1.4063,1.0,4.1156,4.5636,8.27665639563
12231,1396962588876,1.9581,0.8946,1.1908,-0.8854,-0.2382,-2.2497,-1.8634,-1.8634,0.7461,1.0,4.0435,5.5902,8.57230571008
12232,1396962588977,1.6581,1.1246,0.5516,-0.6104,-0.668,-2.293,-3.5742,-3.5742,5.2383,1.0,3.3343,10.7226,12.928843415
12233,1396962589078,0.9459,0.5273,0.2206,0.1196,-1.1946,-1.6197,-3.0333,-3.0333,4.667,1.0,1.6938,9.0999,10.3780692683
12234,1396962589181,0.2732,0.4641,0.0988,1.3732,-0.9643,-0.3473,-2.4253,-2.4253,5.2247,1.0,0.8361,7.2759,9.48226146336
12235,1396962589284,-0.2742,0.4624,-0.1131,1.6532,-0.5421,-0.0266,-1.8487,-1.8487,3.6567,1.0,0.8497,5.5461,7.26645677956
12236,1396962589384,-0.7773,0.8991,-0.0815,1.6562,-0.2627,0.2003,-1.9164,-1.9164,0.8382,1.0,1.7579,5.7492,6.14736642625
12237,1396962589485,0.1409,0.9296,-0.0168,1.6019,-0.6267,0.126,3.5351,3.5351,-6.7822,1.0,1.0873,10.6053,11.7206486254
12238,1396962589585,1.0658,0.6537,0.691,0.56,-1.0813,-1.0979,4.7202,4.7202,-6.434,1.0,2.4105,14.1606,13.4390388676
12239,1396962589686,1.5199,0.5533,0.8891,-0.37,-0.7295,-2.0702,2.0696,2.0696,-4.1544,1.0,2.9623,6.2088,10.0973167605
12243,1396962590094,1.2876,1.0669,0.1865,0.0029,-1.0528,-1.8057,-4.7496,-4.7496,4.8967,1.0,2.541,14.2488,12.8562936508
12244,1396962590194,0.3856,0.3552,0.2432,1.1228,-1.0548,-0.5265,-2.1073,-2.1073,5.2747,1.0,0.984,6.3219,9.34040115406
12245,1396962590294,-0.1902,0.3929,0.0659,1.4815,-0.6673,-0.1277,-1.0094,-1.0094,3.38,1.0,0.649,3.0282,6.38704654461
12246,1396962590396,-0.5212,0.4,-0.1584,1.6166,-0.3931,0.0597,-2.796,-2.796,2.3269,1.0,1.0796,8.388,7.3332201477
12249,1396962590700,1.6345,0.8369,0.8348,-0.1983,-0.9995,-1.8038,5.747,5.747,-7.3769,1.0,3.3062,17.241,15.9948426811
12250,1396962590802,1.9562,0.8125,0.8781,-0.5925,-0.3798,-2.3107,2.0961,2.0961,-3.2796,1.0,3.6468,6.2883,9.99677041164
12251,1396962590903,1.8727,0.9397,1.1061,-0.9014,-0.2083,-2.2836,1.0341,1.0341,0.1783,1.0,3.9185,3.1023,7.23584958503
12252,1396962591003,1.8678,0.6499,0.9901,-0.8793,-0.3129,-2.2894,-2.6552,-2.6552,1.789,1.0,3.5078,7.9656,9.85264892577
12253,1396962591106,1.8035,1.1861,0.4875,-0.3365,-0.8428,-2.148,-4.4961,-4.4961,5.2468,1.0,3.4771,13.4883,13.783948765
12254,1396962591211,0.8279,0.4307,0.2491,0.7619,-1.1462,-1.0439,-3.2241,-3.2241,5.287,1.0,1.5077,9.6723,10.8994524741
12255,1396962591310,0.0483,0.5547,0.1968,1.4437,-0.7575,-0.1456,-2.4025,-2.4025,4.8379,1.0,0.7998,7.2075,8.84914737033
12256,1396962591408,-0.4397,0.5129,-0.0885,1.6035,-0.3862,0.0965,-1.8108,-1.8108,2.9608,1.0,1.0411,5.4324,6.6821779858
12446,1396962610660,-0.7271,-0.3076,0.1022,-1.1091,-1.2186,1.4908,-1.9262,-1.9262,-3.4824,1.0,1.1369,5.7786,9.03584309303
12447,1396962610756,-0.2141,-0.2005,-0.0531,-1.589,-0.8765,1.096,-0.2502,-0.2502,-3.6787,1.0,0.4677,0.7506,7.55526942865
12448,1396962610859,0.3087,-0.0381,-0.0551,-1.7503,-0.5994,1.1257,-0.0121,-0.0121,-1.7166,1.0,0.4019,0.0363,5.50797025181
12449,1396962610955,0.4671,-0.1102,-0.1278,-1.8127,-0.597,0.9423,-1.6899,-1.6899,2.9417,1.0,0.7051,5.0697,7.63878300061
12450,1396962611058,-1.0542,0.0613,0.0338,-1.8041,-1.1487,0.6486,0.3914,0.3914,8.0458,1.0,1.1493,1.1742,12.7227393062
12451,1396962611160,-2.6739,1.1892,0.0718,1.2689,-0.884,-2.9,7.9705,7.9705,9.5178,1.0,3.9349,23.9115,22.7330402909
12452,1396962611262,-2.1593,0.072,0.6219,1.2624,-0.2122,3.0123,0.2183,0.2183,-0.5166,1.0,2.8532,0.6549,7.33694435083
12453,1396962611363,-1.9416,0.3825,-0.0028,1.6391,-0.5442,-2.9528,-3.6422,-3.6422,0.3968,1.0,2.3269,10.9266,12.2811300124
12599,1396962626149,-2.3376,0.2305,0.3871,1.4425,-0.1862,-3.0968,0.3266,0.3266,1.0287,1.0,2.9552,0.9798,8.23375392041
12600,1396962626251,-1.9288,0.8391,-0.3692,1.7382,-0.2698,-2.9469,0.5091,0.5091,1.1946,1.0,3.1371,1.5273,8.4852602302
12601,1396962626354,-2.2024,0.5011,-0.267,1.6596,-0.2702,-3.0229,0.0514,0.0514,-1.2515,1.0,2.9705,0.1542,8.48072258166
12602,1396962626456,-1.6821,1.302,-0.3515,1.4826,-0.5537,-2.9696,-0.6628,-0.6628,-3.2291,1.0,3.3356,1.9884,10.524266484
12603,1396962626556,-1.0163,0.5186,-0.0765,1.1549,-0.8506,-3.1049,0.6754,0.6754,-3.6252,1.0,1.6114,2.0262,10.0028518881
12604,1396962626657,-0.3098,-0.0579,0.0951,0.424,-1.1661,2.5808,0.0298,0.0298,-4.2224,1.0,0.4628,0.0894,8.72271003778
12629,1396962629201,-1.7362,-0.3226,0.1407,-1.7633,-1.4899,0.3018,-0.5523,-0.5523,7.8954,1.0,2.1995,1.6569,13.2604533178
12630,1396962629290,-2.2615,-0.8712,0.1354,1.4167,-1.0596,-2.8638,1.0189,1.0189,2.7089,1.0,3.2681,3.0567,10.8356815952
12631,1396962629392,-1.9289,-0.4557,0.2412,1.7132,-0.8635,-2.7155,-0.8729,-0.8729,2.0378,1.0,2.6258,2.6187,9.67136949451
12632,1396962629493,-2.6167,-0.4363,0.0718,1.6648,-0.7216,-2.7978,1.0663,1.0663,0.2622,1.0,3.1248,3.1989,9.36859699913
12633,1396962629593,-2.2367,0.1684,0.084,1.5454,-0.9117,-2.8552,-0.7733,-0.7733,-3.3597,1.0,2.4891,2.3199,11.0901123083
12634,1396962629695,-1.5407,-0.0475,0.0993,0.7742,-1.303,2.8968,1.8873,1.8873,-5.8148,1.0,1.6875,5.6619,12.9167286214
12635,1396962629798,-0.5423,-0.2769,0.2024,-0.9928,-0.8887,1.239,1.6455,1.6455,-7.9603,1.0,1.0216,4.9365,12.0556351983
12640,1396962630304,-2.5832,1.3126,-0.156,1.5764,-0.7798,-2.868,3.0306,3.0306,12.3929,1.0,4.0518,9.0918,21.2390408372
12641,1396962630404,-2.3142,0.479,-0.2703,1.6618,-0.1049,-3.0646,0.2684,0.2684,0.8411,1.0,3.0635,0.8052,8.13274212362
12642,1396962630519,-1.7397,0.812,-0.5082,1.9002,-0.1593,-3.0004,0.0762,0.0762,0.5846,1.0,3.0599,0.2286,7.64034214061
12643,1396962630607,-2.2034,0.7255,-0.4965,1.6456,-0.2029,-3.023,0.075,0.075,-2.099,1.0,3.4254,0.225,9.34548378121
12644,1396962630708,-1.9471,1.3969,-0.3078,1.29,-0.6347,-2.9804,-2.0375,-2.0375,-4.5715,1.0,3.6518,6.1125,12.7249783155
12645,1396962630809,-1.0151,0.4515,-0.0317,0.9708,-1.0107,3.0394,0.9966,0.9966,-4.4152,1.0,1.4983,2.9898,10.7670305973
12646,1396962630913,-0.2169,0.0698,0.0525,-0.0792,-1.1773,2.0631,0.6719,0.6719,-4.0227,1.0,0.3392,2.0157,7.68682679914
12718,1396962638204,-0.4597,0.8501,0.8277,-0.4866,0.0712,2.0967,0.9093,0.9093,-6.8403,1.0,2.1375,2.7279,10.887057516
12719,1396962638305,-0.2647,1.1757,0.7212,-0.5181,0.433,1.4826,-0.7893,-0.7893,-7.1567,1.0,2.1616,2.3679,11.0813725417
12720,1396962638406,-0.2387,0.9619,0.7892,-0.2668,0.5785,0.8921,-0.5153,-0.5153,-1.2728,1.0,1.9898,1.5459,4.47097076478
12721,1396962638508,-0.4751,0.6519,0.8613,-0.3121,0.482,0.9647,-0.6252,-0.6252,1.9225,1.0,1.9883,1.8756,5.05492660377
12722,1396962638610,-1.406,0.6201,1.1142,-0.4323,0.4014,1.342,1.2218,1.2218,4.9218,1.0,3.1403,3.6654,9.29009708671
12723,1396962638714,-1.3758,-0.0156,1.1798,-0.4283,0.1086,1.9949,-0.5017,-0.5017,8.204,1.0,2.5712,1.5051,12.5788794333
12724,1396962638812,-1.512,0.1188,0.9749,-0.2061,-0.1346,2.6294,-0.6496,-0.6496,4.5355,1.0,2.6057,1.9488,9.40067048529
12725,1396962638913,-1.6893,0.0657,1.0818,0.1539,-0.31,3.0516,-1.1645,-1.1645,4.0247,1.0,2.8368,3.4935,9.87117404027
12726,1396962639014,-1.7029,0.7086,0.7032,0.357,-0.196,-2.8987,1.4359,1.4359,0.7452,1.0,3.1147,4.3077,7.58873439348
12727,1396962639115,-1.1803,1.3613,0.6864,0.1767,-0.1896,3.0885,-0.1618,-0.1618,-6.201,1.0,3.228,0.4854,11.5880739554
12728,1396962639218,-0.6721,1.0095,0.6949,-0.4612,-0.0302,2.2778,0.2377,0.2377,-9.2587,1.0,2.3765,0.7131,13.4317467805
12729,1396962639323,-0.5144,0.8228,0.6286,-0.6048,0.4044,1.6273,0.3446,0.3446,-5.4482,1.0,1.9658,1.0338,9.26262956917
12730,1396962639420,-0.4566,1.1065,0.7837,-0.3922,0.5912,1.0843,-0.8763,-0.8763,-3.7815,1.0,2.3468,2.6289,7.47782820402
12731,1396962639522,-0.3748,1.0631,0.931,-0.3097,0.5714,0.8869,-0.9442,-0.9442,1.4822,1.0,2.3689,2.8326,5.22497071756
12732,1396962639621,-0.8704,0.5737,1.0472,-0.4208,0.2633,1.2785,-2.275,-2.275,7.0488,1.0,2.4913,6.825,11.188562036
12733,1396962639722,-1.2624,0.014,0.8907,-0.2677,-0.1974,1.7878,-0.936,-0.936,5.6441,1.0,2.1671,2.808,9.59520104243
12734,1396962639824,-0.4896,-0.2347,0.3828,-0.1326,-0.4383,2.1249,-4.2245,-4.2245,2.8238,1.0,1.1071,12.6735,9.96819966388
12735,1396962639925,-1.2673,-0.0579,1.238,-0.064,-0.2627,2.5904,2.8317,2.8317,3.1618,1.0,2.5632,8.4951,9.79203689077
12736,1396962640027,-1.6437,0.0861,1.4538,-0.1685,-0.114,2.7536,0.9547,0.9547,-1.5532,1.0,3.1836,2.8641,7.29015686984
12737,1396962640128,-1.2728,0.4234,0.9484,-0.2323,-0.2188,2.5234,-1.7066,-1.7066,-3.2072,1.0,2.6446,5.1198,8.63115059938
12738,1396962640229,-0.7222,0.4171,0.8972,-0.4723,-0.0325,2.2079,1.676,1.676,-4.2081,1.0,2.0365,5.028,8.76736006936
12739,1396962640331,-0.448,0.6449,0.7758,-0.5611,0.2457,1.8194,-0.6431,-0.6431,-5.1137,1.0,1.8687,1.9293,8.92398807215
12743,1396962640737,-1.2273,0.6472,1.0592,-0.0805,-0.2886,2.3976,1.6101,1.6101,4.4662,1.0,2.9337,4.8303,9.52543795361
12744,1396962640837,-1.0062,0.3752,0.9895,-0.1142,-0.2177,2.6549,0.9286,0.9286,1.3851,1.0,2.3709,2.7858,6.35573794013
12745,1396962640939,-1.2248,0.1612,1.3933,-0.0876,-0.1257,2.7369,1.0068,1.0068,1.054,1.0,2.7793,3.0204,6.58379597153
12746,1396962641038,-1.4243,-0.2159,1.391,-0.0484,-0.0456,2.79,1.3681,1.3681,-1.1189,1.0,3.0312,4.1043,7.12155350887
12747,1396962641141,-1.4536,0.0755,1.0694,-0.177,0.0177,2.5474,-0.9089,-0.9089,-2.8702,1.0,2.5985,2.7267,7.69315162178
12748,1396962641244,-1.5473,0.6515,0.9901,-0.4838,0.083,2.1539,0.519,0.519,-4.1032,1.0,3.1889,1.557,8.83810318093
12749,1396962641344,-0.7636,0.724,0.6766,-0.589,0.402,1.803,0.463,0.463,-4.5385,1.0,2.1642,1.389,8.63050917911
12750,1396962641444,-0.4543,0.9766,0.6081,-0.5414,0.6438,1.404,0.4538,0.4538,-3.6919,1.0,2.039,1.3614,7.5733649548
12754,1396962641851,-1.0898,0.4795,0.8111,-0.2854,-0.2712,2.4958,1.7946,1.7946,3.3038,1.0,2.3804,5.3838,8.65913431564
12755,1396962641952,-1.0558,0.3324,1.1779,-0.166,-0.2234,2.7281,-0.1443,-0.1443,1.5826,1.0,2.5661,0.4329,6.32957284678
12756,1396962642053,-1.3702,0.0099,1.4559,-0.126,-0.1706,2.8704,2.1494,2.1494,0.9028,1.0,2.836,6.4482,8.33724201879
12757,1396962642153,-1.6572,0.3226,1.4631,-0.1948,0.0695,2.8256,0.4959,0.4959,-2.8225,1.0,3.4429,1.4877,8.23228702266
12758,1396962642255,-1.5118,0.7626,0.9416,-0.3503,0.0758,2.4449,-1.1107,-1.1107,-4.7259,1.0,3.216,3.3321,9.78855337805
12759,1396962642356,-1.0129,0.7258,0.7624,-0.5913,0.3681,2.0452,1.8485,1.8485,-4.8302,1.0,2.5011,5.5455,9.95766698189
12760,1396962642457,-0.8839,0.8951,0.6565,-0.6804,0.6425,1.7697,-1.1476,-1.1476,-0.5494,1.0,2.4355,3.4428,6.22499096637
12761,1396962642557,-0.1242,1.0959,0.9332,-0.3619,0.1845,1.7118,-2.1068,-2.1068,-0.6027,1.0,2.1533,6.3204,6.74275627105
12801,1396962646610,-0.7538,-0.1684,0.7929,0.0816,-0.1675,1.8588,1.1739,1.1739,-0.9781,1.0,1.7151,3.5217,5.14166905346
12802,1396962646711,-0.388,-0.0148,0.9684,-0.0751,-0.0912,1.7461,0.4972,0.4972,-1.2201,1.0,1.3712,1.4916,4.36395307657
12803,1396962646813,-0.7663,0.4665,0.9605,-0.2717,-0.0702,1.6817,-0.2363,-0.2363,0.7299,1.0,2.1933,0.7089,4.14066880723
12804,1396962646914,-0.8515,0.259,0.9444,-0.3839,-0.1286,1.8505,0.0865,0.0865,2.6935,1.0,2.0549,0.2595,6.35697619823
12805,1396962647014,-1.1574,0.1121,1.3558,-0.3548,-0.1659,2.0956,-0.0993,-0.0993,1.6526,1.0,2.6253,0.2979,6.06100675637
12806,1396962647118,-0.5335,-0.149,1.1032,-0.169,-0.1827,2.2281,-0.5574,-0.5574,0.7376,1.0,1.7857,1.6722,4.8938096919
12807,1396962647220,-0.8139,-0.2027,1.1103,-0.0302,-0.3305,2.3203,-1.4365,-1.4365,1.2889,1.0,2.1269,4.3095,6.47839952071
12808,1396962647319,-1.3876,-0.2817,1.1732,-0.0607,-0.3506,2.3572,1.0734,1.0734,1.2908,1.0,2.8425,3.2202,6.59992172308
12809,1396962647420,-1.5518,-0.1102,1.1693,-0.0303,-0.3532,2.431,-0.3997,-0.3997,-0.4697,1.0,2.8313,1.1991,5.49558841497
12810,1396962647521,-1.2151,0.4382,0.9765,-0.1787,-0.2641,2.238,1.3057,1.3057,-2.7842,1.0,2.6298,3.9171,7.6409506051
12811,1396962647623,-0.4754,0.14,0.873,-0.4876,-0.1126,1.9399,0.1774,0.1774,-3.2372,1.0,1.4884,0.5322,6.7908666768
12812,1396962647724,-0.1794,0.3573,0.8309,-0.5714,0.0177,1.6715,-0.1654,-0.1654,-3.067,1.0,1.3676,0.4962,6.25859283892
12813,1396962647826,-0.1685,0.6788,0.7722,-0.6021,0.2227,1.4136,0.3718,0.3718,-2.9805,1.0,1.6195,1.1154,6.30677602122
12814,1396962647929,-0.6697,0.6645,0.9636,-0.5735,0.2845,1.2708,-1.1209,-1.1209,-1.3639,1.0,2.2978,3.3627,5.56853409842
12815,1396962648028,-0.5917,0.0575,1.2391,-0.7239,0.3161,1.1107,2.4963,2.4963,0.592,1.0,1.8883,7.4889,7.10462410932
12816,1396962648129,0.021,-0.3337,1.0293,-0.8804,0.2417,1.3629,-0.4258,-0.4258,3.4922,1.0,1.384,1.2774,7.11098246176
12817,1396962648230,0.0832,-0.4294,1.0785,-0.9109,0.1064,1.5905,0.8498,0.8498,2.0835,1.0,1.5911,2.5494,6.1768799656
12818,1396962648332,-0.2098,-0.8115,1.253,-0.852,-0.0796,1.7245,-0.15,-0.15,1.5237,1.0,2.2743,0.45,5.70199616202
12819,1396962648434,-0.4915,-0.9853,1.2972,-0.8244,-0.0905,1.7869,-0.6928,-0.6928,-0.7121,1.0,2.774,2.0784,5.61451426926
12820,1396962648535,-0.4851,-0.7087,0.9173,-0.8757,-0.0757,1.5893,-3.0647,-3.0647,-2.2572,1.0,2.1111,9.1941,8.68397787907
12821,1396962648638,-0.6449,-0.3454,0.8764,-0.8569,0.1129,1.342,1.3073,1.3073,-3.75,1.0,1.8667,3.9219,7.6343870727
12822,1396962648737,-0.2033,0.2215,0.8433,-0.8059,0.4171,1.1032,-0.1803,-0.1803,-4.058,1.0,1.2681,0.5409,7.28749512129
12823,1396962648882,-0.1278,0.6144,0.722,-0.6984,0.6753,0.7794,0.0352,0.0352,-3.0063,1.0,1.4642,0.1056,6.11642290772
12824,1396962648938,-0.2112,0.688,0.7452,-0.6582,0.7805,0.6461,0.109,0.109,0.2147,1.0,1.6444,0.327,3.38509545894
12825,1396962649043,-0.1701,0.6223,0.8071,-0.8012,0.5906,0.9275,0.6995,0.6995,5.7554,1.0,1.5995,2.0985,9.19234519214
12826,1396962649142,-1.3861,1.3347,0.7046,-0.7386,-0.0997,1.7972,1.1892,1.1892,13.3623,1.0,3.4254,3.5676,18.1524038099
12827,1396962649243,-1.4963,0.6772,1.0756,0.0007,-0.3202,2.8838,0.9714,0.9714,6.7095,1.0,3.2491,2.9142,12.0166651649
12828,1396962649345,-1.1151,0.5106,0.7473,0.0372,-0.2493,-3.0632,-1.0826,-1.0826,0.0769,1.0,2.373,3.2478,6.3188392663
12829,1396962649446,-1.4634,0.3943,0.9155,0.3524,-0.399,-3.0604,-0.3729,-0.3729,0.5674,1.0,2.7732,1.1187,6.3570660919
12830,1396962649548,-1.6146,0.4909,1.028,-0.0713,-0.3034,3.0631,0.9211,0.9211,-3.2609,1.0,3.1335,2.7633,8.9252867977
12831,1396962649650,-1.3284,1.3578,0.8019,-0.6331,-0.2814,2.4894,-4.9761,-4.9761,-6.3986,1.0,3.4881,14.9283,14.9770916085
12832,1396962649753,-0.4672,0.7005,0.6347,-0.9541,-0.0375,1.8732,-0.1058,-0.1058,-5.8948,1.0,1.8024,0.3174,9.81592743563
12833,1396962649852,-0.3677,0.8757,0.6474,-0.7736,0.5138,1.3913,-0.7003,-0.7003,-7.7169,1.0,1.8908,2.1009,11.608318065
12839,1396962650461,-1.3716,0.4344,0.663,0.4151,-0.4367,-2.9197,-0.9185,-0.9185,0.7042,1.0,2.469,2.7555,6.83321826369
